Name,Profile URL,Position,Age,Nationality,Market Value,Market Value (€),Club,Slug,Season
Marc Leonard,https://www.transfermarkt.com/marc-leonard/profil/spieler/463751,Central Midfield,22,Scotland,€450k,450000.0,Brighton & Hove Albion,brighton-amp-hove-albion,2023
Jensen Weir,https://www.transfermarkt.com/jensen-weir/profil/spieler/520651,Central Midfield,22,England,€300k,300000.0,Brighton & Hove Albion,brighton-amp-hove-albion,2023
Samy Chouchane,https://www.transfermarkt.com/samy-chouchane/profil/spieler/756591,Central Midfield,20,Tunisia,€250k,250000.0,Brighton & Hove Albion,brighton-amp-hove-albion,2023
Julio Enciso,https://www.transfermarkt.com/julio-enciso/profil/spieler/660867,Attacking Midfield,20,Paraguay,€22.00m,22000000.0,Brighton & Hove Albion,brighton-amp-hove-albion,2023
Facundo Buonanotte,https://www.transfermarkt.com/facundo-buonanotte/profil/spieler/983989,Attacking Midfield,19,Argentina,€18.00m,18000000.0,Brighton & Hove Albion,brighton-amp-hove-albion,2023
Andrew Moran,https://www.transfermarkt.com/andrew-moran/profil/spieler/724537,Attacking Midfield,20,Ireland,€3.00m,3000000.0,Brighton & Hove Albion,brighton-amp-hove-albion,2023
Adam Lallana,https://www.transfermarkt.com/adam-lallana/profil/spieler/43530,Attacking Midfield,36,England,€1.00m,1000000.0,Brighton & Hove Albion,brighton-amp-hove-albion,2023
Kaoru Mitoma,https://www.transfermarkt.com/kaoru-mitoma/profil/spieler/504849,Left Winger,27,Japan,€45.00m,45000000.0,Brighton & Hove Albion,brighton-amp-hove-albion,2023
Simon Adingra,https://www.transfermarkt.com/simon-adingra/profil/spieler/658536,Left Winger,22,Cote d'Ivoire,€30.00m,30000000.0,Brighton & Hove Albion,brighton-amp-hove-albion,2023
Ansu Fati,https://www.transfermarkt.com/ansu-fati/profil/spieler/466810,Left Winger,21,Spain,€25.00m,25000000.0,Brighton & Hove Albion,brighton-amp-hove-albion,2023
Abdallah Sima,https://www.transfermarkt.com/abdallah-sima/profil/spieler/776798,Left Winger,23,Senegal,€7.50m,7500000.0,Brighton & Hove Albion,brighton-amp-hove-albion,2023
Jeremy Sarmiento,https://www.transfermarkt.com/jeremy-sarmiento/profil/spieler/568005,Left Winger,22,Ecuador,€4.50m,4500000.0,Brighton & Hove Albion,brighton-amp-hove-albion,2023
Luca Barrington,https://www.transfermarkt.com/luca-barrington/profil/spieler/745689,Left Winger,19,England,€150k,150000.0,Brighton & Hove Albion,brighton-amp-hove-albion,2023
Cameron Peupion,https://www.transfermarkt.com/cameron-peupion/profil/spieler/703626,Left Winger,21,Australia,€100k,100000.0,Brighton & Hove Albion,brighton-amp-hove-albion,2023
Solly March,https://www.transfermarkt.com/solly-march/profil/spieler/209212,Right Winger,29,England,€18.00m,18000000.0,Brighton & Hove Albion,brighton-amp-hove-albion,2023
Benicio Baker-Boaitey,https://www.transfermarkt.com/benicio-baker-boaitey/profil/spieler/657817,Right Winger,20,England,€400k,400000.0,Brighton & Hove Albion,brighton-amp-hove-albion,2023
Evan Ferguson,https://www.transfermarkt.com/evan-ferguson/profil/spieler/648046,Centre-Forward,19,Ireland,€50.00m,50000000.0,Brighton & Hove Albion,brighton-amp-hove-albion,2023
João Pedro,https://www.transfermarkt.com/joao-pedro/profil/spieler/626724,Centre-Forward,22,Brazil,€45.00m,45000000.0,Brighton & Hove Albion,brighton-amp-hove-albion,2023
Danny Welbeck,https://www.transfermarkt.com/danny-welbeck/profil/spieler/67063,Centre-Forward,33,England,€5.00m,5000000.0,Brighton & Hove Albion,brighton-amp-hove-albion,2023
Josh Duffus,https://www.transfermarkt.com/josh-duffus/profil/spieler/867700,Centre-Forward,19,England,€500k,500000.0,Brighton & Hove Albion,brighton-amp-hove-albion,2023
Mark O'Mahony,https://www.transfermarkt.com/mark-omahony/profil/spieler/943549,Centre-Forward,19,Ireland,€300k,300000.0,Brighton & Hove Albion,brighton-amp-hove-albion,2023
Robert Sánchez,https://www.transfermarkt.com/robert-sanchez/profil/spieler/403151,Goalkeeper,25,Spain,€22.00m,22000000.0,Brighton & Hove Albion,brighton-amp-hove-albion,2022
Jason Steele,https://www.transfermarkt.com/jason-steele/profil/spieler/73564,Goalkeeper,32,England,€4.00m,4000000.0,Brighton & Hove Albion,brighton-amp-hove-albion,2022
Tom McGill,https://www.transfermarkt.com/tom-mcgill/profil/spieler/406556,Goalkeeper,23,Canada,€600k,600000.0,Brighton & Hove Albion,brighton-amp-hove-albion,2022
Levi Colwill,https://www.transfermarkt.com/levi-colwill/profil/spieler/614258,Centre-Back,20,England,€30.00m,30000000.0,Brighton & Hove Albion,brighton-amp-hove-albion,2022
Adam Webster,https://www.transfermarkt.com/adam-webster/profil/spieler/212847,Centre-Back,28,England,€25.00m,25000000.0,Brighton & Hove Albion,brighton-amp-hove-albion,2022
Lewis Dunk,https://www.transfermarkt.com/lewis-dunk/profil/spieler/148153,Centre-Back,31,England,€16.00m,16000000.0,Brighton & Hove Albion,brighton-amp-hove-albion,2022
Jan Paul van Hecke,https://www.transfermarkt.com/jan-paul-van-hecke/profil/spieler/576314,Centre-Back,23,Netherlands,€5.00m,5000000.0,Brighton & Hove Albion,brighton-amp-hove-albion,2022
Ed Turns,https://www.transfermarkt.com/ed-turns/profil/spieler/580809,Centre-Back,20,Wales,€350k,350000.0,Brighton & Hove Albion,brighton-amp-hove-albion,2022
Antef Tsoungui,https://www.transfermarkt.com/antef-tsoungui/profil/spieler/503858,Centre-Back,20,Belgium,€250k,250000.0,Brighton & Hove Albion,brighton-amp-hove-albion,2022
Pervis Estupiñán,https://www.transfermarkt.com/pervis-estupinan/profil/spieler/349599,Left-Back,25,Ecuador,€32.00m,32000000.0,Brighton & Hove Albion,brighton-amp-hove-albion,2022
Haydon Roberts,https://www.transfermarkt.com/haydon-roberts/profil/spieler/533523,Left-Back,21,England,€700k,700000.0,Brighton & Hove Albion,brighton-amp-hove-albion,2022
James Furlong,https://www.transfermarkt.com/james-furlong/profil/spieler/580030,Left-Back,21,Ireland,€275k,275000.0,Brighton & Hove Albion,brighton-amp-hove-albion,2022
Imari Samuels,https://www.transfermarkt.com/imari-samuels/profil/spieler/565846,Left-Back,20,England,€150k,150000.0,Brighton & Hove Albion,brighton-amp-hove-albion,2022
Tariq Lamptey,https://www.transfermarkt.com/tariq-lamptey/profil/spieler/504148,Right-Back,22,Ghana,€12.00m,12000000.0,Brighton & Hove Albion,brighton-amp-hove-albion,2022
Joël Veltman,https://www.transfermarkt.com/joel-veltman/profil/spieler/111195,Right-Back,31,Netherlands,€10.00m,10000000.0,Brighton & Hove Albion,brighton-amp-hove-albion,2022
Odeluga Offiah,https://www.transfermarkt.com/odeluga-offiah/profil/spieler/567597,Right-Back,20,England,€200k,200000.0,Brighton & Hove Albion,brighton-amp-hove-albion,2022
Moisés Caicedo,https://www.transfermarkt.com/moises-caicedo/profil/spieler/687626,Defensive Midfield,21,Ecuador,€75.00m,75000000.0,Brighton & Hove Albion,brighton-amp-hove-albion,2022
Billy Gilmour,https://www.transfermarkt.com/billy-gilmour/profil/spieler/423744,Defensive Midfield,22,Scotland,€12.00m,12000000.0,Brighton & Hove Albion,brighton-amp-hove-albion,2022
Jack Hinchy,https://www.transfermarkt.com/jack-hinchy/profil/spieler/854689,Defensive Midfield,20,England,€100k,100000.0,Brighton & Hove Albion,brighton-amp-hove-albion,2022
Alexis Mac Allister,https://www.transfermarkt.com/alexis-mac-allister/profil/spieler/534033,Central Midfield,24,Argentina,€65.00m,65000000.0,Brighton & Hove Albion,brighton-amp-hove-albion,2022
Jakub Moder,https://www.transfermarkt.com/jakub-moder/profil/spieler/384461,Central Midfield,24,Poland,€10.00m,10000000.0,Brighton & Hove Albion,brighton-amp-hove-albion,2022
Pascal Groß,https://www.transfermarkt.com/pascal-gross/profil/spieler/82873,Central Midfield,32,Germany,€8.00m,8000000.0,Brighton & Hove Albion,brighton-amp-hove-albion,2022
Yasin Ayari,https://www.transfermarkt.com/yasin-ayari/profil/spieler/667287,Central Midfield,19,Sweden,€6.00m,6000000.0,Brighton & Hove Albion,brighton-amp-hove-albion,2022
Steven Alzate,https://www.transfermarkt.com/steven-alzate/profil/spieler/476237,Central Midfield,24,Colombia,€4.00m,4000000.0,Brighton & Hove Albion,brighton-amp-hove-albion,2022
Taylor Richards,https://www.transfermarkt.com/taylor-richards/profil/spieler/484551,Central Midfield,22,England,€400k,400000.0,Brighton & Hove Albion,brighton-amp-hove-albion,2022
Jack Spong,https://www.transfermarkt.com/jack-spong/profil/spieler/530916,Central Midfield,21,England,€150k,150000.0,Brighton & Hove Albion,brighton-amp-hove-albion,2022
Enock Mwepu,https://www.transfermarkt.com/enock-mwepu/profil/spieler/490307,Central Midfield,25,Zambia,-,,Brighton & Hove Albion,brighton-amp-hove-albion,2022
Jack Hinshelwood,https://www.transfermarkt.com/jack-hinshelwood/profil/spieler/867688,Central Midfield,18,England,-,,Brighton & Hove Albion,brighton-amp-hove-albion,2022
Julio Enciso,https://www.transfermarkt.com/julio-enciso/profil/spieler/660867,Attacking Midfield,19,Paraguay,€22.00m,22000000.0,Brighton & Hove Albion,brighton-amp-hove-albion,2022
Facundo Buonanotte,https://www.transfermarkt.com/facundo-buonanotte/profil/spieler/983989,Attacking Midfield,18,Argentina,€12.00m,12000000.0,Brighton & Hove Albion,brighton-amp-hove-albion,2022
Adam Lallana,https://www.transfermarkt.com/adam-lallana/profil/spieler/43530,Attacking Midfield,35,England,€1.20m,1200000.0,Brighton & Hove Albion,brighton-amp-hove-albion,2022
Andrew Moran,https://www.transfermarkt.com/andrew-moran/profil/spieler/724537,Attacking Midfield,19,Ireland,€300k,300000.0,Brighton & Hove Albion,brighton-amp-hove-albion,2022
Leandro Trossard,https://www.transfermarkt.com/leandro-trossard/profil/spieler/144028,Left Winger,28,Belgium,€35.00m,35000000.0,Brighton & Hove Albion,brighton-amp-hove-albion,2022
Kaoru Mitoma,https://www.transfermarkt.com/kaoru-mitoma/profil/spieler/504849,Left Winger,26,Japan,€32.00m,32000000.0,Brighton & Hove Albion,brighton-amp-hove-albion,2022
Jeremy Sarmiento,https://www.transfermarkt.com/jeremy-sarmiento/profil/spieler/568005,Left Winger,21,Ecuador,€5.00m,5000000.0,Brighton & Hove Albion,brighton-amp-hove-albion,2022
Cameron Peupion,https://www.transfermarkt.com/cameron-peupion/profil/spieler/703626,Left Winger,20,Australia,€125k,125000.0,Brighton & Hove Albion,brighton-amp-hove-albion,2022
Solly March,https://www.transfermarkt.com/solly-march/profil/spieler/209212,Right Winger,28,England,€22.00m,22000000.0,Brighton & Hove Albion,brighton-amp-hove-albion,2022
Evan Ferguson,https://www.transfermarkt.com/evan-ferguson/profil/spieler/648046,Centre-Forward,18,Ireland,€30.00m,30000000.0,Brighton & Hove Albion,brighton-amp-hove-albion,2022
Neal Maupay,https://www.transfermarkt.com/neal-maupay/profil/spieler/217115,Centre-Forward,26,France,€10.00m,10000000.0,Brighton & Hove Albion,brighton-amp-hove-albion,2022
Deniz Undav,https://www.transfermarkt.com/deniz-undav/profil/spieler/339314,Centre-Forward,26,Germany,€10.00m,10000000.0,Brighton & Hove Albion,brighton-amp-hove-albion,2022
Danny Welbeck,https://www.transfermarkt.com/danny-welbeck/profil/spieler/67063,Centre-Forward,32,England,€7.00m,7000000.0,Brighton & Hove Albion,brighton-amp-hove-albion,2022
Aaron Connolly,https://www.transfermarkt.com/aaron-connolly/profil/spieler/434207,Centre-Forward,23,Ireland,€4.00m,4000000.0,Brighton & Hove Albion,brighton-amp-hove-albion,2022
Robert Sánchez,https://www.transfermarkt.com/robert-sanchez/profil/spieler/403151,Goalkeeper,24,Spain,€16.00m,16000000.0,Brighton & Hove Albion,brighton-amp-hove-albion,2021
